StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.3,Q3.1,Q4.1_1,Q4.2_1,Q5.1_1,Q5.2_1,Q6.1_1,Q6.2_1,Q7.1_1,Q7.2_1,Q8.1_1,Q8.2_1,Q9.1_1,Q9.2_1,Q10.1_1,Q10.2_1,Q11.1_1,Q11.2_1,Q12.1_1,Q12.2_1,Q13.1_1,Q13.2_1,Q14.1_1,Q14.2_1,Q15.1_1,Q15.2_1,Q16.1_1,Q16.2_1,Q17.1_1,Q17.2_1,Q18.1_1,Q18.2_1,Q19.1_1,Q19.2_1,Q20.1_1,Q20.2_1,Q21.1_1,Q21.2_1,Q22.1_1,Q22.2_1,Q23.1_1,Q23.2_1,Q24.1_1,Q24.2_1,Q25.1_1,Q25.2_1,Q26.1_1,Q26.2_1,Q27.1_1,Q27.2_1,Q28.1_1,Q28.2_1,Q29.1_1,Q29.2_1,Q30.1_1,Q30.2_1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.2_5,Q31.2_6,Q31.2_7,Q31.2_8,Q31.2_9,Q31.2_10,Q31.2_11,Q31.2_12,Q31.2_13,Q31.2_14,Q31.2_15,Q31.2_16,Q31.2_17,Q31.2_18,Q31.2_19,Q31.2_20,Q31.2_21,Q31.2_22,Q31.2_23,Q31.2_24,Q31.2_25,Q31.2_26,Q31.2_27,Q31.2_28,Q31.2_29,Q31.2_30,Q31.2_31,Q31.2_32,Q31.2_33,Q31.2_34,Q31.2_35,Q31.2_36,Q31.2_37,Q31.2_38,Q31.2_39,Q31.2_40,Q31.2_41,Q31.2_42,Q31.2_43,Q31.2_44,Q31.2_45
28/01/2019 10:56,28/01/2019 11:12,IP Address,70.25.64.35,100,932,TRUE,28/01/2019 11:12,R_2YtRvDfscLlWZVY,,,,,43.6546936,-79.36229706,anonymous,EN,28,male,"Yes, I consent",,,50,50,,,,,60,50,,,,,,,60,70,,,70,80,,,,,60,30,,,80,60,,,,,80,91,,,,,,,40,20,,,,,70,91,,,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree
28/01/2019 11:22,28/01/2019 11:35,IP Address,85.255.236.11,100,767,TRUE,28/01/2019 11:35,R_2XiFV4PS1NJ6FgN,,,,,51.49639893,-0.122406006,anonymous,EN,31,Female,"Yes, I consent",60,70,,,,,,,,,60,75,45,50,,,,,,,,,65,80,90,100,,,,,,,30,39,,,,,,,85,90,90,100,,,,,90,100,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
28/01/2019 12:10,28/01/2019 12:18,IP Address,82.6.80.213,100,485,TRUE,28/01/2019 12:18,R_22JosVvczEW52KO,,,,,54.58329773,-5.933303833,anonymous,EN,26,Male,"Yes, I consent",40,41,,,,,70,80,,,,,,,22,18,,,,,15,15,,,,,,,53,44,,,,,59,29,,,,,61,35,,,95,50,,,,,,,89,74,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2019 15:26,28/01/2019 15:37,IP Address,109.152.3.178,100,655,TRUE,28/01/2019 15:37,R_31FMQ7DSJPcx0DN,,,,,55.6000061,-4.616699219,anonymous,EN,31,Female,"Yes, I consent",,,,,34,,,,,,50,100,,,20,20,,,30,,,,,,,,,,100,100,100,100,,,,,100,100,,,,,,,,,100,30,,,100,,,,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree
28/01/2019 14:54,28/01/2019 15:47,IP Address,82.132.243.38,100,3165,TRUE,28/01/2019 15:47,R_2WTlxSXk9mZLa8O,,,,,51.49639893,-0.122406006,anonymous,EN,47,Male,"Yes, I consent",,,100,10,,,100,100,,,,,50,,,,,,100,6,,,,,100,10,,,,,,,,,50,,,,100,100,,,100,50,,,,,,,,,100,20,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
28/01/2019 16:06,28/01/2019 16:22,IP Address,86.156.220.11,100,968,TRUE,28/01/2019 16:22,R_XpsONHsTgANtlVn,,,,,54.59240723,-5.69090271,anonymous,EN,53,Female ,"Yes, I consent",,,,,35,54,,,32,37,,,,,,,15,20,,,43,43,,,,,29,26,,,,,17,26,,,,,40,43,,,,,,,64,39,32,52,,,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree
28/01/2019 17:16,28/01/2019 17:23,IP Address,86.167.14.173,100,457,TRUE,28/01/2019 17:23,R_BWVfl1GDEgq75Xr,,,,,54.58329773,-5.933303833,anonymous,EN,20,Female ,"Yes, I consent",,,56,8,,,,,,,50,18,,,36,16,,,,,,,71,5,64,5,,,,,,,55,42,,,,,,,75,60,,,76,87,,,,,73,74,,,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree
29/01/2019 03:18,29/01/2019 03:30,IP Address,45.64.243.138,100,758,TRUE,29/01/2019 03:30,R_ukvyPmfXFDRFXHz,,,,,22.29089355,114.1499939,anonymous,EN,31,Female,"Yes, I consent",,,20,8,,,71,28,,,,,,,,,28,9,,,,,58,37,,,,,48,5,61,100,,,,,60,82,,,,,,,96,88,,,100,90,,,,,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Disagree
29/01/2019 03:37,29/01/2019 03:44,IP Address,45.64.243.138,100,399,TRUE,29/01/2019 03:44,R_3kL2zTCZprGG2Hx,,,,,22.29089355,114.1499939,anonymous,EN,31,Female,"Yes, I consent",89,78,,,,,,,,,28,3,80,41,,,,,89,86,,,,,,,,,59,4,,,,,51,7,,,76,48,,,,,,,39,2,,,,,63,9,Moderately Agree,Moderately Disagree,Moderately Disagree,,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree
29/01/2019 06:06,29/01/2019 06:33,IP Address,73.75.64.117,100,1645,TRUE,29/01/2019 06:33,R_DNAHMcHkZov23WF,,,,,42.1085968,-86.42340088,anonymous,EN,76,Female,"Yes, I consent",,,,,10,8,,,31,33,,,,,,,19,21,,,20,14,,,,,50,50,,,,,40,42,,,,,,,83,100,98,0,,,,,,,52,52,,,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree
29/01/2019 10:33,29/01/2019 10:36,IP Address,92.27.90.61,100,183,TRUE,29/01/2019 10:36,R_1IXha093M1QgT4l,,,,,54.3500061,-6.666702271,anonymous,EN,21,Female,"Yes, I consent",,,12,5,,,73,66,,,,,,,47,47,,,67,71,,,,,67,68,,,,,62,64,,,,,,,100,98,,,,,94,96,,,95,95,,,,,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree
29/01/2019 11:49,29/01/2019 12:10,IP Address,31.200.162.97,100,1228,TRUE,29/01/2019 12:10,R_VQIAu0PQd8r3RrH,,,,,53.32749939,-8.219406128,anonymous,EN,21,Male,"Yes, I consent",,,,,70,30,,,76,40,,,,,,,78,50,,,,,65,40,,,,,50,30,74,40,,,,,91,80,,,,,90,90,,,,,66,46,,,,,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree
29/01/2019 15:14,29/01/2019 15:22,IP Address,5.64.51.142,100,480,TRUE,29/01/2019 15:22,R_1fiNT8AMvWvpa0F,,,,,54.58329773,-5.933303833,anonymous,EN,21,Female,"Yes, I consent",70,55,,,,,,,,,10,1,,,40,34,,,,,64,75,,,46,68,,,,,,,13,4,,,,,,,35,10,,,,,51,78,,,,,83,29,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree
29/01/2019 15:15,29/01/2019 15:37,IP Address,82.132.240.99,100,1328,TRUE,29/01/2019 15:37,R_2aDjy4RspNOv4j7,,,,,51.49639893,-0.122406006,anonymous,EN,23,Female,"Yes, I consent",,,60,75,,,,,,,30,10,,,60,20,,,,,,,70,80,,,60,30,,,,,,,75,40,,,65,50,,,,,97,100,,,,,90,59,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree
30/01/2019 03:04,30/01/2019 03:21,IP Address,86.191.193.218,100,1007,TRUE,30/01/2019 03:21,R_2OYBWl9u3FVMeOu,,,,,51.43840027,-0.016601563,anonymous,EN,27,Female ,"Yes, I consent",,,,,3,3,44,40,,,,,,,,,8,6,,,79,25,,,,,,,49,51,92,90,,,,,,,,,45,26,79,69,,,,,,,56,54,,,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree
30/01/2019 03:27,30/01/2019 03:41,IP Address,82.132.218.231,100,853,TRUE,30/01/2019 03:41,R_3FR7v7seAhCHOae,,,,,51.49639893,-0.122406006,anonymous,EN,21,Female,"Yes, I consent",70,82,,,,,,,,,74,65,63,34,,,,,,,,,63,43,86,100,,,,,70,100,,,,,,,,,90,,,,,,68,57,100,100,,,,,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree
30/01/2019 04:10,30/01/2019 04:19,IP Address,82.7.191.221,100,562,TRUE,30/01/2019 04:19,R_3e96Vr8rVhjWeFd,,,,,54.58329773,-5.933303833,anonymous,EN,23,Male,"Yes, I consent",,,33,31,,,,,71,75,,,,,70,75,,,50,40,,,,,,,60,30,,,,,50,50,,,,,60,70,,,60,45,,,,,,,65,75,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree
30/01/2019 10:48,30/01/2019 10:57,IP Address,81.109.52.232,100,592,TRUE,30/01/2019 10:57,R_3kcGfrwYgRpi71T,,,,,54.58329773,-5.933303833,anonymous,EN,21,Male,"Yes, I consent",60,40,,,,,,,,,40,50,,,60,70,,,,,20,,,,,,,,60,50,,,30,,,,100,100,,,,,,,80,80,,,,,,,80,80,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree
30/01/2019 11:26,30/01/2019 11:40,IP Address,82.1.35.71,100,862,TRUE,30/01/2019 11:40,R_1QzNbfsgTMDrWj6,,,,,54.58329773,-5.933303833,anonymous,EN,41,Female ,"Yes, I consent",,,20,18,,,,,4,15,,,19,20,,,,,31,41,,,,,14,40,,,,,,,,,7,19,,,39,53,,,,,,,26,26,,,,,19,36,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree
30/01/2019 17:58,30/01/2019 18:08,IP Address,151.229.101.160,100,576,TRUE,30/01/2019 18:08,R_2VJvgleIXkz6DVC,,,,,54.57859802,-5.999694824,anonymous,EN,21,Female,"Yes, I consent",,,,,40,29,82,61,,,,,,,,,91,79,,,,,75,52,,,78,16,,,67,42,,,,,,,,,81,22,100,100,,,,,100,50,,,,,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree
31/01/2019 10:39,31/01/2019 10:59,IP Address,80.7.3.163,100,1216,TRUE,31/01/2019 10:59,R_6x6s6l6OTQCU9qh,,,,,54.57859802,-5.999694824,anonymous,EN,20,Female,"Yes, I consent",,,10,10,,,,,,,10,10,,,40,40,,,40,40,,,,,,,,,40,0,65,0,,,,,80,60,,,,,,,77,70,,,,,50,20,,,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree
31/01/2019 15:40,31/01/2019 15:56,IP Address,81.99.94.73,100,967,TRUE,31/01/2019 15:56,R_2qklOlLRwMCsaHB,,,,,54.58329773,-5.933303833,anonymous,EN,24,Male,"Yes, I consent",30,7,,,,,,,51,29,,,,,,,61,51,,,10,9,,,,,70,80,,,,,,,50,32,,,80,91,,,,,60,30,,,,,61,52,,,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree
01/02/2019 02:46,01/02/2019 02:59,IP Address,82.132.242.185,100,766,TRUE,01/02/2019 02:59,R_1KxtE9QPmQwCuh2,,,,,51.49639893,-0.122406006,anonymous,EN,22,Female,"Yes, I consent",20,49,,,,,70,30,,,,,,,21,50,,,,,,,49,20,,,,,26,28,20,46,,,,,80,85,,,,,,,,,71,62,80,94,,,,,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree
